gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt
ABTB1	0.00953340663970187	0.253945346441574	0.421	0.12	1	16	0.367219500281719	0.393484506263483	0.633396797139853	0.825606794463318	1.30965515079819	0.666331773710677	0.308232864919914	38	3	0.416125259534575	0.428627392979506	0.441129526424437	0.715414638299952	0.989699750175468	0.615651512044827	0.324176443741911	25
AC004556.3	0.00728986773188182	-0.250298117107714	0.026	0.32	1	1	0.414497977365495	0.414497977365495	0.414497977365495	0.414497977365495	0.414497977365495	0.414497977365495	NA	38	8	0.416125259534575	0.440035623511157	0.571106653877513	0.832475475192787	0.957320246984086	0.632585126460197	0.219497346315475	25
ADGRE5	0.00930754527603597	0.321786280413375	0.789	0.52	1	30	0.344477147824243	0.462449296813955	0.767001285267448	1.0242754343282	2.22795720075358	0.88510252286807	0.521681577051278	38	13	0.379499338555867	0.410477142394657	0.670189852099459	0.859781901810616	1.39306740055049	0.690664836263444	0.307454123437635	25
AGPAT2	0.00411667089164968	0.287271663926547	0.447	0.24	1	17	0.344477147824243	0.655295582968497	0.72245856633479	0.950518104664234	1.40977087421791	0.780409486521741	0.301036613106271	38	6	0.379499338555867	0.396280871592062	0.419471962762953	0.441129526424437	0.582781984605811	0.439772607784014	0.0734356414162123	25
AIMP1	0.00225436484999568	-0.308805208975196	0.711	0.92	1	27	0.375319505932153	0.565993268533561	0.745173465790269	0.85513160210736	1.26478464372773	0.737195559485404	0.2381999942948	38	23	0.244694466410265	0.704875468481556	1.03562295451737	1.21062711032084	1.74851866290355	0.964672686800801	0.394302277603657	25
AL118516.1	0.000788052286888659	-0.429898328357555	0.368	0.72	1	14	0.327227315449025	0.414497977365495	0.535418163328035	0.769902057382386	1.18318293865297	0.608465813069007	0.254908702695669	38	18	0.389311218255449	0.67215392765634	0.861421590300627	1.21581507902271	1.63487544900621	0.901567889164971	0.364319084122346	25
AL355075.4	0.00835900979619429	0.300221536430919	0.211	0	1	8	0.503896308954478	0.600800314460378	1.0935908084235	1.48585483457586	1.92628398334737	1.09883402590267	0.543177771436199	38	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALOX5	0.0122596929785699	0.280573614583655	0.605	0.32	1	23	0.380390566540366	0.507922223635332	0.757236189516839	0.845972022314185	1.77135981873354	0.76031307744771	0.330003609478127	38	8	0.374466316090444	0.440035623511157	0.535125712712629	0.756209134638671	1.21581507902271	0.631627792104758	0.282446784469654	25
ANAPC13	0.00292758453417718	0.25725819444441	0.5	0.24	1	19	0.283356880739711	0.466082422212729	0.721750728845337	0.770317602820631	0.965568661275597	0.648418471488425	0.189559091718506	38	6	0.379499338555867	0.428466783131249	0.444020382556121	0.474379738772522	0.527981825671965	0.449728075207307	0.0493909740334553	25
AP1B1	0.00312339024592762	0.306392604811178	0.658	0.48	1	25	0.344477147824243	0.695354465493445	0.769902057382386	0.950518104664234	1.58596413211537	0.828701767449858	0.321504598763962	38	12	0.374466316090444	0.421818575364583	0.457959759524482	0.576272796033421	0.851125616256968	0.519879549134242	0.160312376283981	25
