gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt
AKIRIN2	1.79025405222364e-13	-0.301289545495486	0.639	0.803	6.55250885654376e-09	509	0.387189518938814	0.7705251991316	1.04240923992313	1.37071155297563	2.32401285607585	1.09163155632493	0.396958936950301	796	167	0.482332019820858	1.0170958913252	1.34450209646994	1.67880243101154	2.59054030403011	1.36059758630808	0.434614853182171	208
AL118516.1	3.40520932909937e-09	-0.25421320261443	0.132	0.356	0.000124634066654366	105	0.338727392216146	0.604360871930128	0.73769381754085	0.911784539435766	1.93097436563771	0.771287651688996	0.248721907516662	796	74	0.39195389165893	0.59100468859632	0.7988503277314	1.0974137267987	2.29008120873876	0.882676512175789	0.375222066437351	208
AL133330.1	1.55758523115542e-09	-0.278630537052404	0.176	0.418	5.70091770455194e-05	140	0.387189518938814	0.616387267293379	0.748761381207262	0.980415828305589	2.29221118490022	0.846336288993951	0.344537069206001	796	87	0.356447947169249	0.640510944586185	0.876274525054935	1.11170022337785	2.75956043448145	0.941040009332554	0.405292219688043	208
ANPEP	1.80528104347632e-13	-0.350739318519564	0.562	0.784	6.60750914722767e-09	447	0.338727392216146	0.75281953081574	1.05682775108191	1.42877793858469	2.7547867014399	1.14063262205281	0.489950159603279	796	163	0.39195389165893	0.939257126283762	1.3649307493573	1.79539127070314	3.35933539762171	1.39350836414664	0.57808002067176	208
AREG	1.4567543814099e-28	-0.762361043302195	0.367	0.784	5.33186671139839e-24	292	0.452609375961217	0.964613010956571	1.61793045901108	2.24316223845965	4.63762001177374	1.70502920953235	0.8681268882107	796	163	0.482332019820858	1.58057068424662	2.23896722996855	2.91807546059454	4.20587542935933	2.24233563216344	0.888925961293748	208
ATF3	2.17234951865223e-10	-0.301442765316544	0.367	0.615	7.95101647321902e-06	292	0.356216967544333	0.672952331375725	0.869871953875494	1.1979585164991	2.81902142480016	0.990955219837078	0.437656871070495	796	128	0.39195389165893	0.77295639570224	1.02023133863911	1.35415765209104	2.54171070904535	1.10559313125501	0.430205902158547	208
ATP13A3	2.33191035904268e-16	-0.427493114474348	0.515	0.798	8.5350251051321e-12	410	0.338727392216146	0.752160709258007	1.03139381422969	1.43612158896723	3.89811024513813	1.14400255199422	0.527830501260727	796	166	0.39195389165893	0.950226123924791	1.3273674546368	1.84886460342732	3.76467387034869	1.42513887088049	0.680783779756608	208
ATP2B1	2.81665641259015e-23	-0.363618531588736	0.833	0.962	1.03092441357212e-18	663	0.356216967544333	0.989292212146591	1.49208902569761	2.06391147487972	4.31223071437617	1.57719715866606	0.707066398854867	796	200	0.356447947169249	1.60051375617644	2.07620762732574	2.48580570313702	3.96581366408384	2.05595709260382	0.681128269099508	208
B3GNT5	6.45557785499851e-20	-0.505502675249561	0.284	0.639	2.36280605070801e-15	226	0.425670645376754	0.632619081311251	0.814169706395747	1.17068463670923	2.46359024969614	0.958031542728459	0.440546141700737	796	133	0.399974833776236	0.830076299736514	1.22677660886308	1.61709770239171	2.59669208495314	1.26013524294267	0.514382006074163	208
BASP1	5.88230137723726e-07	-0.285580690498269	0.327	0.49	0.0215298112708261	260	0.399440548498345	0.685121796876757	0.933193700255153	1.26597658741423	2.65228370076979	1.01840792318273	0.430132921411691	796	102	0.365576858228821	0.740265103537015	1.17956961111778	1.66526263747406	3.13664276123152	1.27321083682146	0.627704485262204	208
C5AR1	1.52116953920388e-15	-0.326641092380537	0.785	0.909	5.56763263044011e-11	625	0.449793387362672	1.16991801825496	1.58257522745977	2.01445898282425	3.27199071371685	1.60022203942434	0.584024856103112	796	189	0.583972292826648	1.47746094177633	2.04665382571456	2.5876107943142	3.31127556472947	2.01374703704334	0.700590763953066	208
CCNH	1.1128939343477e-10	-0.333000385936336	0.295	0.548	4.073303089106e-06	235	0.35068822655795	0.634841774104222	0.798428260092013	1.10353648216747	2.81902142480016	0.91159804313162	0.386359711215805	796	114	0.383297953588287	0.715391274275436	0.973393563634928	1.30190717924337	2.837238127026	1.09224002901546	0.517395162305265	208
CD69	5.28061508973696e-08	-0.258014074885179	0.107	0.303	0.00193275792899462	85	0.338727392216146	0.632577710770086	0.793951879681911	1.01245016862974	1.89553501908368	0.848676466779951	0.28955854834475	796	63	0.39195389165893	0.615354980746724	0.905507998099365	1.25906449258017	2.39200704127354	1.00435503695832	0.469118795539148	208
CD83	1.50057853109862e-19	-0.402553287847348	0.609	0.856	5.49226748167407e-15	485	0.420385210269553	0.85763945361558	1.21941644134752	1.69408797123634	3.19626870607155	1.31991313089928	0.557639715836536	796	178	0.39195389165893	1.23645781318819	1.64346483981877	2.02229662469078	2.96753840120936	1.61830725792869	0.561980762960728	208
CFD	1.48816264246828e-15	0.306347364558959	0.889	0.75	5.44682408769816e-11	708	0.35068822655795	1.21888911546791	1.62778472566064	2.02853398717561	3.20553276295772	1.62830806634592	0.55561771397709	796	156	0.439720051798655	0.904632285185495	1.28189537991621	1.61858519360721	3.09606392661323	1.30653689638904	0.500289245392903	208
CHSY1	1.68056582673666e-09	-0.28656078583289	0.328	0.548	6.15103898243886e-05	261	0.388209277660423	0.637036298569093	0.795149293411635	1.09821244859881	2.24709742362055	0.883400769601904	0.324013485374456	796	114	0.383297953588287	0.73182208805007	0.963935780127007	1.27054347247737	2.26044729114368	1.04553418753986	0.433935505435468	208
CLEC12A	1.79224276024016e-12	0.296077121658132	0.74	0.572	6.559787726755e-08	589	0.338727392216146	0.963058088593663	1.33643229429096	1.70170705635162	2.84962739824109	1.34875952853411	0.481159885057355	796	119	0.356447947169249	0.750263975067617	1.04515095683216	1.40947097949395	2.28077482981943	1.09647592330015	0.426415447473377	208
CLEC4E	7.18245743077404e-10	0.253629889357686	0.577	0.409	2.62885124423761e-05	459	0.35068822655795	0.78450781466752	1.05280275263682	1.38716577037303	2.66196789302857	1.10690731089932	0.408471254650074	796	85	0.39195389165893	0.634653109701755	0.842978444748489	1.12124756103307	2.18435103902681	0.915595253780794	0.37258536610954	208
CREM	1.26322891073874e-08	-0.254110667568259	0.136	0.351	0.000462354413619485	108	0.399440548498345	0.575424149037236	0.739479288049806	0.991755150192776	1.81936793330905	0.809854273339288	0.293785991391107	796	73	0.356447947169249	0.634653109701755	0.812530762135287	1.10708349705143	2.25081325587177	0.922160737751833	0.402021951417625	208
CRIP1	2.14591364335476e-09	0.26865163235341	0.872	0.774	7.85425852604277e-05	694	0.45875690864321	1.46241776720496	2.09785359496124	2.73133565963045	4.36209393135062	2.10731722823102	0.864676857387875	796	161	0.503003240325676	1.13119892599333	1.77345486338225	2.26037037798674	3.69943365472714	1.75083724952635	0.753812628234154	208
CSF2RA	4.062313598805e-07	-0.254981933278723	0.54	0.678	0.0148684740029862	430	0.388209277660423	0.704693889381994	0.955047826555991	1.29291860306141	2.81902142480016	1.05133888261388	0.432312182938962	796	141	0.431508385353185	0.823816310044029	1.18036255377985	1.53684602639851	3.23827821201495	1.28495118066264	0.606625176681788	208
CSRNP1	6.26325314404408e-22	-0.360997097437163	0.668	0.889	2.29241328325157e-17	532	0.425670645376754	0.803489003457593	1.12678610626877	1.54124435996051	2.43656913319546	1.20984341003191	0.499745653493516	796	185	0.59100468859632	1.21941644134752	1.47498630168669	1.78831540801106	2.68860582772415	1.48725006573886	0.439623459666625	208
CTDSP1	6.36966260562598e-12	-0.273432661632653	0.671	0.851	2.33136021028516e-07	534	0.338727392216146	0.77687878110512	1.06780586532741	1.37932257409631	2.44367199273037	1.10636935520034	0.404658026292579	796	177	0.474517352242155	0.943371690476826	1.18067519029098	1.59237858228499	2.85543133736363	1.29944533933984	0.512401942686363	208
CXCL2	8.72136630017187e-10	-0.394372117569283	0.268	0.524	3.19210727952591e-05	213	0.338727392216146	0.754898563058971	1.10451359334797	1.79134292404771	3.30645136095164	1.29373252803273	0.640656687437023	796	109	0.399974833776236	0.899236510835915	1.37943378238381	1.88574720027527	3.20963941852325	1.46819167950892	0.715000672663136	208
CXCL8	1.06319053625687e-07	-0.352334128831365	0.511	0.688	0.00389138368175378	407	0.388209277660423	1.13504573578062	1.76077704654095	2.58144627403541	4.50041397820034	1.89076596579302	0.918585752118765	796	143	0.535243685413783	1.42258753976627	2.17755756942965	2.9637624610044	4.64773617354353	2.19754919504549	0.998434742851594	208
DDX3Y	1.81875224049983e-08	-0.2741339857931	0.34	0.582	0.000665681507545344	271	0.387189518938814	0.76037854845068	1.00258871896597	1.36628321265773	3.12201129234711	1.10177429994427	0.458076728212579	796	121	0.472507136970427	0.841699207594048	1.08897270524384	1.33570886433178	2.4606457865086	1.1394726008717	0.430149273229791	208
DNTTIP2	4.84265532314661e-13	-0.31443586314667	0.531	0.75	1.77246027482489e-08	423	0.338727392216146	0.689256491010648	0.912051793021401	1.20168264091889	2.81902142480016	0.991715428553443	0.389145528978488	796	156	0.39195389165893	0.871143190936756	1.13509145303456	1.47471344578859	2.44139458644855	1.19849173630279	0.442551646054893	208
DUSP2	1.92229407786343e-15	-0.405226376412943	0.427	0.726	7.03578855438795e-11	340	0.356216967544333	0.811538367313285	1.12304039395081	1.60079055307094	2.89275966346737	1.22937158185125	0.500441000942529	796	151	0.472507136970427	1.01252716486453	1.34686591547977	1.72223687495201	3.37384918736057	1.40461448872375	0.529696820704532	208
EGR3	2.61674750171744e-10	-0.395342927686867	0.247	0.476	9.57755753103601e-06	197	0.35068822655795	0.714191901924654	0.956349156891242	1.33643229429096	2.95511252395302	1.07597997236022	0.490069270828141	796	99	0.420349345032367	0.801653674237421	1.34718181177226	1.84958754404229	3.05334819801163	1.39821531965679	0.653641862509376	208
ELL2	2.84738811474116e-10	-0.295311751502018	0.171	0.409	1.04217252387641e-05	136	0.338727392216146	0.587858282832935	0.711256141777493	0.978099558828318	2.02651735011104	0.818598891161502	0.322093447251743	796	85	0.356447947169249	0.675430373340226	0.88512403361823	1.261401087281	2.04001874735749	0.975839855347031	0.391037785520318	208
EMP1	1.68915251990849e-09	-0.337353514359103	0.265	0.495	6.18246713811706e-05	211	0.441238327961471	0.729420195153962	1.03879754512904	1.36970449947343	2.44367199273037	1.08685442888978	0.422752843493316	796	103	0.365576858228821	0.81219996809688	1.30044780662655	1.70172542551488	2.45518568531852	1.26704486609628	0.530247492257899	208
EREG	2.3595020696013e-24	-0.659935129381575	0.368	0.755	8.63601352494771e-20	293	0.481881788411373	0.988815508732518	1.5282513498452	2.04361940424404	3.95497787733106	1.60938505923341	0.74928348879979	796	157	0.55453147198826	1.27285254433342	2.01443887572075	2.58426444634559	3.7612935479708	2.0084709048626	0.775320201162511	208
ETF1	3.05114482873215e-12	-0.276081702112723	0.622	0.832	1.11674951876425e-07	495	0.399440548498345	0.757929301485469	1.00051807078698	1.33055490144722	2.44367199273037	1.07831840033556	0.399178415576864	796	173	0.420349345032367	0.853943104988119	1.1764700903172	1.58278012062689	2.51947268018556	1.22982907683772	0.465538268706357	208
EZR	1.9460746855894e-11	-0.286721360113691	0.638	0.803	7.12282795672574e-07	508	0.35068822655795	0.758803296707143	1.03407986439762	1.36601780626923	2.68287408910263	1.09858186429533	0.413777244751099	796	167	0.472507136970427	0.965779389455334	1.261401087281	1.66906828253532	2.60907903815974	1.33906945645178	0.512753703572427	208
FOSB	7.33817453662507e-24	-0.367069906655714	0.838	0.947	2.68584526215014e-19	667	0.439995311849326	1.18799696085837	1.65520415810064	2.15457026482624	4.4737215042486	1.68753939993909	0.657363752350022	796	197	0.39195389165893	1.82205759640974	2.29097608983227	2.68826511751179	3.91785427703516	2.23149428779133	0.660264871763183	208
FOSL2	1.90454532292854e-12	-0.265745494268687	0.745	0.894	6.97082633645075e-08	593	0.35068822655795	0.947752043925302	1.24136315786975	1.61797224224153	3.50273417106679	1.30600617275379	0.476739482740389	796	186	0.356447947169249	1.08897270524384	1.50548104268988	1.95870423781931	2.87136521484042	1.5342609475983	0.544135642191114	208
GABARAPL1	1.10983525392997e-11	-0.309177471918128	0.554	0.769	4.0621080129091e-07	441	0.35068822655795	0.73992118342214	0.996727839079524	1.3483415537416	2.854549518702	1.08097840955399	0.428068650157136	796	160	0.404949107930264	0.839541324479594	1.2726366706542	1.59022699831635	2.98044507736281	1.27532437649637	0.529398617134029	208
GADD45B	1.66138778024469e-13	-0.37362424795722	0.583	0.788	6.0808454144736e-09	464	0.431017276256609	0.813508298854177	1.1814972609206	1.60565033391348	3.33831193778623	1.26836779554917	0.554943804479841	796	164	0.535948773367149	1.05530159348069	1.54704288004316	2.03314335950554	3.59969814120897	1.58981503115697	0.662571613294268	208
GNA13	7.00666898834381e-15	-0.326748495032868	0.609	0.827	2.56451091642372e-10	485	0.388209277660423	0.77687878110512	1.07175197397756	1.33570886433178	2.61395115317969	1.12128474983894	0.427685479388113	796	172	0.39195389165893	0.968208632733087	1.32360430552301	1.70007736377159	2.85223888820072	1.3435775558214	0.493241032166655	208
GPAT3	2.55316262188083e-09	-0.30180069662991	0.19	0.409	9.34483051234604e-05	151	0.399586119174519	0.632267766770098	0.793951879681911	1.06166580799608	2.2337410447619	0.894016680003871	0.377153533050345	796	85	0.420349345032367	0.733168421896621	1.03809025141279	1.29215197026983	2.40777171565224	1.08095648491485	0.4454364628806	208
GPR183	1.84588336394395e-21	-0.46592240519047	0.549	0.846	6.75611770037126e-17	437	0.35068822655795	1.04525058938818	1.56766265350462	2.04592028492599	3.42605559675294	1.57390940647079	0.635470470656593	796	176	0.365576858228821	1.42453699867473	1.87494154937132	2.315009480566	3.24048928004028	1.86095178224325	0.630334993483212	208
GRASP	3.20597765729469e-10	-0.287297838871413	0.471	0.712	1.17341988234643e-05	375	0.399586119174519	0.741788185081165	0.988815508732518	1.3614564716354	2.68076074580527	1.08264014590635	0.446715926793792	796	148	0.39195389165893	0.816703559266523	1.14354781085937	1.49118381927707	2.50428496127869	1.18444508465733	0.466457988634116	208
