gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt
ABI1	0.00303023380848417	-0.296328785217958	0.333	0.564	1	74	0.483664020586247	0.858578644492218	1.08924746361731	1.39179446916494	2.92180003288302	1.17667134261038	0.503324301094163	222	31	0.689813927057094	0.959405033394254	1.18799637117936	1.39948305811455	2.69073828525716	1.25909619321381	0.41711141460524	55
AC004687.1	0.00318879707671036	0.320166235592998	0.482	0.327	1	107	0.575300957589609	1.22611016927093	1.66616704959864	2.20168291254041	3.52886310746878	1.73930915886671	0.687112544677247	222	18	0.820065266742025	1.10925785477444	1.30495567994724	1.64155602626989	2.93858438265142	1.44359612043907	0.55506294739712	55
AC016831.5	0.00393845937777676	-0.312952405026185	0.153	0.364	1	34	0.395122847639633	0.773656850651493	1.07357098265242	1.57666088543455	2.54668400948424	1.22433046536482	0.554872895103116	222	20	0.820065266742025	0.985038837287475	1.26647949057215	1.59003141538429	1.99098063898343	1.30674824097838	0.373532513908305	55
AL499604.1	0.00481739599967888	-0.288989234287647	0.126	0.309	1	28	0.395122847639633	0.60801419081384	0.805497626105606	1.43105423713142	2.2269234554063	1.01181237116111	0.541886928229701	222	17	0.589248171404859	0.90279636620678	1.30337028271878	1.4372827309739	1.91773334807593	1.22198074223439	0.376614142542986	55
AL627171.2	0.00319813860806183	-0.271948120291404	0.095	0.309	1	21	0.465959374893176	0.715845463940913	0.953938847214584	1.16961168325868	2.22030946179844	1.05051083625159	0.481582755442625	222	17	0.589248171404859	0.846460642185889	1.01904161310152	1.22968017823951	1.80140759977689	1.05931099450345	0.331448935109528	55
AL662844.4	0.00113814006555396	-0.316361336020551	0.041	0.273	1	9	0.603196021710451	0.692747420410708	1.16473445044374	1.41541107135065	2.15431141863232	1.21471107465987	0.607450070018302	222	15	0.589248171404859	0.818718950906187	1.042230976279	1.35220991074016	2.01610285010804	1.12385279025908	0.388325086258574	55
ANXA11	0.000532166457028233	0.30481943888273	0.437	0.236	1	97	0.550741081459158	0.903931389427313	1.28700406348855	1.60370267288035	2.3895283477724	1.2959563120152	0.453549568133362	222	13	0.589248171404859	0.872446533495977	1.26049501212322	1.36406304436939	1.66373482153261	1.13362830575462	0.324587098564508	55
APOD	0.00183461976122719	-0.361162644716298	0.005	0.2	1	1	0.956595843354301	0.956595843354301	0.956595843354301	0.956595843354301	0.956595843354301	0.956595843354301	NA	222	11	0.737352388961105	0.861430816474402	1.36406304436939	1.9132546923607	2.52360871321606	1.44997667493849	0.634088408313242	55
ARID3A	6.06269932716836e-06	0.280425346551757	0.207	0.036	0.221900858073689	46	0.483664020586247	0.745464313879164	1.07357098265242	1.72519403305291	2.87089380727898	1.25585991589861	0.642750175456344	222	2	0.706457931181788	0.706457931181788	1.0340706582185	1.36168338525521	1.36168338525521	1.0340706582185	0.463314361781349	55
ARID5B	0.0010028947210335	-0.351783695841288	0.473	0.691	1	105	0.506202101659064	1.03714882182749	1.37186350818019	1.8913812231933	3.07675319808792	1.50610165591421	0.576306620546575	222	38	0.693547420709375	1.38129030511866	1.6292023113921	1.94051248631934	3.28368709442913	1.71540370838566	0.582258682170287	55
ARPC1B	2.75384198658427e-05	0.392859688193336	0.694	0.509	1	154	0.7400931017175	1.464118789268	1.78393911252849	2.14760199418497	2.9704856222211	1.8040607241067	0.485925987619047	222	28	0.693547420709375	1.00839749518726	1.3882650163176	1.73086752772252	2.11147380941695	1.4039882904181	0.451787087187831	55
ARPC5	3.29066762449009e-05	0.3557542329427	0.428	0.2	1	95	0.554090179556754	0.990726743752833	1.25724527093487	1.54095702511848	2.57647257761808	1.30861188004334	0.457610844221521	222	11	0.689813927057094	0.90402260785222	0.999648984881863	1.28772464412904	1.76457666294388	1.09536280683613	0.346985200741453	55
ATAD2	0.000673283239867343	-0.321876986069633	0.081	0.327	1	18	0.395122847639633	0.714511324561163	0.922622874608978	1.41446740078884	1.9607996208036	1.04382065419009	0.457956900353232	222	18	0.706457931181788	0.843959465784431	0.985038837287475	1.28473100650501	1.75244973605793	1.08699740264645	0.291749190021043	55
ATP5PB	4.31199561599854e-05	0.298687574621087	0.347	0.145	1	77	0.395122847639633	0.856156849476482	1.04748779585471	1.40938112990723	2.4968459878714	1.15661589891687	0.4515951188154	222	8	0.706457931181788	0.84521005398516	0.912823332546475	1.12215130124219	1.18578151735955	0.956576103011124	0.172505980299399	55
ATR	0.00889375117766989	-0.300479695418453	0.194	0.364	1	43	0.522394016447659	0.758511386844655	0.956694556254643	1.46789446836793	2.70777024589321	1.19746106893162	0.567839458702259	222	20	0.689813927057094	1.21058786977386	1.3558772080503	1.587551937347	2.31862615219629	1.42230341793438	0.444351616060279	55
BCCIP	0.00563503853224246	-0.288614782013896	0.135	0.291	1	30	0.465959374893176	0.661701044953794	0.863415570908188	0.956595843354301	2.24785437195001	0.926414832676827	0.403181665832923	222	16	0.785025856692992	0.938297920958594	1.24151427594222	1.63797453261069	1.94061461225251	1.28694435167359	0.366300582138831	55
BEX2	0.00668802023954285	-0.282360325981797	0.149	0.327	1	33	0.506202101659064	0.75358655593192	0.918787987696348	1.24408128181949	2.27128770945675	1.06958826104569	0.475654989402365	222	18	0.785025856692992	0.957534501147911	1.13452757850137	1.4372827309739	2.01610285010804	1.25139482815748	0.378831283645563	55
